pair_id,c_type,n_pairs,v_type,V1_class,V1_lemma,NP1,NP2,NP2_anim,V2,ungram_source,alignment,grammatical,ungrammatical,crit_tokens,exclude,exclude_reason
3np_t2_001_A,2,3,A,perception,horen,de vrienden,Marie,animate,laten,verb_order,false,Ze stopt omdat de vrienden Marie de vrouw horen laten lachen.,Ze stopt omdat de vrienden Marie de vrouw lachen laten horen.,"[""horen"", ""laten"", ""lachen""]",,
3np_t2_001_B,2,3,B,perception,horen,de vrienden,Marie,animate,laten,agreement_violation,false,Ze stopt omdat de vrienden Marie de vrouw horen laten lachen.,Ze stopt omdat de vrouw Marie de vrienden horen laten lachen.,"[""de vrienden"", ""Marie"", ""de vrouw""]",,
3np_t2_001_C,2,3,C,perception,horen,de vrienden,Marie,animate,laten,agreement_violation,true,Ze stopt omdat de vrienden Marie de vrouw horen laten lachen.,Ze stopt omdat de vrouw Marie de vrienden lachen laten horen.,"[""de vrienden"", ""Marie"", ""de vrouw"", ""horen"", ""laten"", ""lachen""]",,
3np_t2_001_D1,2,3,D1,perception,horen,de vrienden,Marie,animate,laten,verb_order_partial,false,Ze stopt omdat de vrienden Marie de vrouw horen laten lachen.,Ze stopt omdat de vrienden Marie de vrouw horen lachen laten.,"[""laten"", ""lachen""]",,
3np_t2_001_D2,2,3,D2,perception,horen,de vrienden,Marie,animate,laten,verb_order_partial,false,Ze stopt omdat de vrienden Marie de vrouw horen laten lachen.,Ze stopt omdat de vrienden Marie de vrouw laten horen lachen.,"[""horen"", ""laten""]",,
3np_t2_002_A,2,3,A,perception,zien,de kinderen,Marie,animate,laten,verb_order,false,Hij begrijpt het omdat de kinderen Marie de fiets zien laten stoppen.,Hij begrijpt het omdat de kinderen Marie de fiets stoppen laten zien.,"[""zien"", ""laten"", ""stoppen""]",,
3np_t2_002_B,2,3,B,perception,zien,de kinderen,Marie,animate,laten,selectional_restriction,false,Hij begrijpt het omdat de kinderen Marie de fiets zien laten stoppen.,Hij begrijpt het omdat de fiets Marie de kinderen zien laten stoppen.,"[""de kinderen"", ""Marie"", ""de fiets""]",,
3np_t2_002_C,2,3,C,perception,zien,de kinderen,Marie,animate,laten,selectional_restriction,true,Hij begrijpt het omdat de kinderen Marie de fiets zien laten stoppen.,Hij begrijpt het omdat de fiets Marie de kinderen stoppen laten zien.,"[""de kinderen"", ""Marie"", ""de fiets"", ""zien"", ""laten"", ""stoppen""]",,
3np_t2_002_D1,2,3,D1,perception,zien,de kinderen,Marie,animate,laten,verb_order_partial,false,Hij begrijpt het omdat de kinderen Marie de fiets zien laten stoppen.,Hij begrijpt het omdat de kinderen Marie de fiets zien stoppen laten.,"[""laten"", ""stoppen""]",,
3np_t2_002_D2,2,3,D2,perception,zien,de kinderen,Marie,animate,laten,verb_order_partial,false,Hij begrijpt het omdat de kinderen Marie de fiets zien laten stoppen.,Hij begrijpt het omdat de kinderen Marie de fiets laten zien stoppen.,"[""zien"", ""laten""]",,
3np_t2_003_A,2,3,A,perception,zien,de moeder,Piet,animate,laten,verb_order,false,Ze blijft staan omdat de moeder Piet de ouders ziet laten zingen.,Ze blijft staan omdat de moeder Piet de ouders zingen laten ziet.,"[""ziet"", ""laten"", ""zingen""]",,
