pair_id,c_type,n_pairs,v_type,V1_class,V1_lemma,NP1,NP2,NP2_anim,V2,ungram_source,alignment,grammatical,ungrammatical,crit_tokens,exclude,exclude_reason
2np_t2_001_A,2,2,A,perception,zien,Jan,de trein,inanimate,vertrekken,verb_order,false,Hij stopte omdat Jan de trein zag vertrekken.,Hij stopte omdat Jan de trein vertrekken zag.,"[""zag"", ""vertrekken""]",,
2np_t2_001_B,2,2,B,perception,zien,Jan,de trein,inanimate,vertrekken,selectional_restriction,false,Hij stopte omdat Jan de trein zag vertrekken.,Hij stopte omdat de trein Jan zag vertrekken.,"[""zag"", ""vertrekken""]",,
2np_t2_001_C,2,2,C,perception,zien,Jan,de trein,inanimate,vertrekken,selectional_restriction,true,Hij stopte omdat Jan de trein zag vertrekken.,Hij stopte omdat de trein Jan vertrekken zag.,"[""zag"", ""vertrekken""]",,
2np_t2_002_A,2,2,A,perception,zien,Jan,de leraren,animate,werken,verb_order,false,Hij roept omdat Jan de leraren ziet werken.,Hij roept omdat Jan de leraren werken ziet.,"[""ziet"", ""werken""]",,
2np_t2_002_B,2,2,B,perception,zien,Jan,de leraren,animate,werken,agreement_violation,false,Hij roept omdat Jan de leraren ziet werken.,Hij roept omdat de leraren Jan ziet werken.,"[""Jan"", ""de leraren""]",,
2np_t2_002_C,2,2,C,perception,zien,Jan,de leraren,animate,werken,agreement_violation,true,Hij roept omdat Jan de leraren ziet werken.,Hij roept omdat de leraren Jan werken ziet.,"[""Jan"", ""de leraren"", ""ziet"", ""werken""]",,
2np_t2_003_A,2,2,A,causative,laten,Piet,de bus,inanimate,vertrekken,verb_order,false,Ze lacht omdat Piet de bus laat vertrekken.,Ze lacht omdat Piet de bus vertrekken laat.,"[""laat"", ""vertrekken""]",,
2np_t2_003_B,2,2,B,causative,laten,Piet,de bus,inanimate,vertrekken,selectional_restriction,false,Ze lacht omdat Piet de bus laat vertrekken.,Ze lacht omdat de bus Piet laat vertrekken.,"[""Piet"", ""de bus""]",,
2np_t2_003_C,2,2,C,causative,laten,Piet,de bus,inanimate,vertrekken,selectional_restriction,true,Ze lacht omdat Piet de bus laat vertrekken.,Ze lacht omdat de bus Piet vertrekken laat.,"[""Piet"", ""de bus"", ""laat"", ""vertrekken""]",,
2np_t2_004_A,2,2,A,causative,laten,de leraar,Marie,animate,rennen,verb_order,false,Hij vertrekt omdat de leraar Marie laat rennen.,Hij vertrekt omdat de leraar Marie rennen laat.,"[""laat"", ""rennen""]",,
2np_t2_005_A,2,2,A,causative,laten,de studenten,Piet,animate,spelen,verb_order,false,Ze stopt omdat de studenten Piet laten spelen.,Ze stopt omdat de studenten Piet spelen laten.,"[""laten"", ""spelen""]",,
2np_t2_005_B,2,2,B,causative,laten,de studenten,Piet,animate,spelen,agreement_violation,false,Ze stopt omdat de studenten Piet laten spelen.,Ze stopt omdat Piet de studenten laten spelen.,"[""de studenten"", ""Piet""]",,
2np_t2_005_C,2,2,C,causative,laten,de studenten,Piet,animate,spelen,agreement_violation,true,Ze stopt omdat de studenten Piet laten spelen.,Ze stopt omdat Piet de studenten spelen laten.,"[""de studenten"", ""Piet"", ""laten"", ""spelen""]",,
2np_t2_006_A,2,2,A,perception,zien,de moeder,Jan,animate,werken,verb_order,false,Ze blijft staan omdat de moeder Jan ziet werken.,Ze blijft staan omdat de moeder Jan werken ziet.,"[""ziet"", ""werken""]",,
2np_t2_007_A,2,2,A,causative,laten,de directeur,Piet,animate,lopen,verb_order,false,Hij kijkt op omdat de directeur Piet laat lopen.,Hij kijkt op omdat de directeur Piet lopen laat.,"[""laat"", ""lopen""]",,
2np_t2_008_A,2,2,A,perception,zien,Els,de fiets,inanimate,stilstaan,verb_order,false,Hij roept omdat Els de fiets ziet stilstaan.,Hij roept omdat Els de fiets stilstaan ziet.,"[""ziet"", ""stilstaan""]",,
2np_t2_008_B,2,2,B,perception,zien,Els,de fiets,inanimate,stilstaan,selectional_restriction,false,Hij roept omdat Els de fiets ziet stilstaan.,Hij roept omdat de fiets Els ziet stilstaan.,"[""Els"", ""de fiets""]",,
2np_t2_008_C,2,2,C,perception,zien,Els,de fiets,inanimate,stilstaan,selectional_restriction,true,Hij roept omdat Els de fiets ziet stilstaan.,Hij roept omdat de fiets Els stilstaan ziet.,"[""Els"", ""de fiets"", ""ziet"", ""stilstaan""]",,
2np_t2_009_A,2,2,A,perception,horen,de kinderen,Piet,animate,rennen,verb_order,false,Hij begrijpt het omdat de kinderen Piet horen rennen.,Hij begrijpt het omdat de kinderen Piet rennen horen.,"[""horen"", ""rennen""]",,
2np_t2_009_B,2,2,B,perception,horen,de kinderen,Piet,animate,rennen,agreement_violation,false,Hij begrijpt het omdat de kinderen Piet horen rennen.,Hij begrijpt het omdat Piet de kinderen horen rennen.,"[""de kinderen"", ""Piet""]",,
2np_t2_009_C,2,2,C,perception,horen,de kinderen,Piet,animate,rennen,agreement_violation,true,Hij begrijpt het omdat de kinderen Piet horen rennen.,Hij begrijpt het omdat Piet de kinderen rennen horen.,"[""de kinderen"", ""Piet"", ""horen"", ""rennen""]",,
2np_t2_010_A,2,2,A,causative,laten,de directeur,Piet,animate,lopen,verb_order,false,Ze blijft staan omdat de directeur Piet laat lopen.,Ze blijft staan omdat de directeur Piet lopen laat.,"[""laat"", ""lopen""]",,
2np_t2_011_A,2,2,A,perception,zien,Jan,de leraren,animate,spelen,verb_order,false,Ze stopt omdat Jan de leraren ziet spelen.,Ze stopt omdat Jan de leraren spelen ziet.,"[""ziet"", ""spelen""]",,
2np_t2_011_B,2,2,B,perception,zien,Jan,de leraren,animate,spelen,agreement_violation,false,Ze stopt omdat Jan de leraren ziet spelen.,Ze stopt omdat de leraren Jan ziet spelen.,"[""Jan"", ""de leraren""]",,
2np_t2_011_C,2,2,C,perception,zien,Jan,de leraren,animate,spelen,agreement_violation,true,Ze stopt omdat Jan de leraren ziet spelen.,Ze stopt omdat de leraren Jan spelen ziet.,"[""Jan"", ""de leraren"", ""ziet"", ""spelen""]",,
2np_t2_012_A,2,2,A,perception,horen,de agent,Jan,animate,zingen,verb_order,false,Hij vertrekt omdat de agent Jan hoort zingen.,Hij vertrekt omdat de agent Jan zingen hoort.,"[""hoort"", ""zingen""]",,
2np_t2_013_A,2,2,A,perception,horen,de vrienden,Piet,animate,zwemmen,verb_order,false,Ze blijft staan omdat de vrienden Piet horen zwemmen.,Ze blijft staan omdat de vrienden Piet zwemmen horen.,"[""horen"", ""zwemmen""]",,
2np_t2_013_B,2,2,B,perception,horen,de vrienden,Piet,animate,zwemmen,agreement_violation,false,Ze blijft staan omdat de vrienden Piet horen zwemmen.,Ze blijft staan omdat Piet de vrienden horen zwemmen.,"[""de vrienden"", ""Piet""]",,
2np_t2_013_C,2,2,C,perception,horen,de vrienden,Piet,animate,zwemmen,agreement_violation,true,Ze blijft staan omdat de vrienden Piet horen zwemmen.,Ze blijft staan omdat Piet de vrienden zwemmen horen.,"[""de vrienden"", ""Piet"", ""horen"", ""zwemmen""]",,
2np_t2_014_A,2,2,A,perception,zien,de directeur,Piet,animate,lopen,verb_order,false,Ze stopt omdat de directeur Piet ziet lopen.,Ze stopt omdat de directeur Piet lopen ziet.,"[""ziet"", ""lopen""]",,
2np_t2_015_A,2,2,A,perception,horen,de moeder,Piet,animate,lopen,verb_order,false,Hij begrijpt het omdat de moeder Piet hoort lopen.,Hij begrijpt het omdat de moeder Piet lopen hoort.,"[""hoort"", ""lopen""]",,
2np_t2_016_A,2,2,A,causative,laten,de moeder,Marie,animate,lachen,verb_order,false,Hij vertrekt omdat de moeder Marie laat lachen.,Hij vertrekt omdat de moeder Marie lachen laat.,"[""laat"", ""lachen""]",,
2np_t2_017_A,2,2,A,perception,horen,Marie,de fiets,inanimate,rijden,verb_order,false,Hij kijkt op omdat Marie de fiets hoort rijden.,Hij kijkt op omdat Marie de fiets rijden hoort.,"[""hoort"", ""rijden""]",,
2np_t2_017_B,2,2,B,perception,horen,Marie,de fiets,inanimate,rijden,selectional_restriction,false,Hij kijkt op omdat Marie de fiets hoort rijden.,Hij kijkt op omdat de fiets Marie hoort rijden.,"[""Marie"", ""de fiets""]",,
2np_t2_017_C,2,2,C,perception,horen,Marie,de fiets,inanimate,rijden,selectional_restriction,true,Hij kijkt op omdat Marie de fiets hoort rijden.,Hij kijkt op omdat de fiets Marie rijden hoort.,"[""Marie"", ""de fiets"", ""hoort"", ""rijden""]",,
2np_t2_018_A,2,2,A,perception,zien,de vrienden,Marie,animate,zwemmen,verb_order,false,Hij wacht omdat de vrienden Marie zien zwemmen.,Hij wacht omdat de vrienden Marie zwemmen zien.,"[""zien"", ""zwemmen""]",,
2np_t2_018_B,2,2,B,perception,zien,de vrienden,Marie,animate,zwemmen,agreement_violation,false,Hij wacht omdat de vrienden Marie zien zwemmen.,Hij wacht omdat Marie de vrienden zien zwemmen.,"[""de vrienden"", ""Marie""]",,
2np_t2_018_C,2,2,C,perception,zien,de vrienden,Marie,animate,zwemmen,agreement_violation,true,Hij wacht omdat de vrienden Marie zien zwemmen.,Hij wacht omdat Marie de vrienden zwemmen zien.,"[""de vrienden"", ""Marie"", ""zien"", ""zwemmen""]",,
2np_t2_019_A,2,2,A,perception,horen,Marie,de boot,inanimate,stoppen,verb_order,false,Ze lacht omdat Marie de boot hoort stoppen.,Ze lacht omdat Marie de boot stoppen hoort.,"[""hoort"", ""stoppen""]",,
2np_t2_019_B,2,2,B,perception,horen,Marie,de boot,inanimate,stoppen,selectional_restriction,false,Ze lacht omdat Marie de boot hoort stoppen.,Ze lacht omdat de boot Marie hoort stoppen.,"[""Marie"", ""de boot""]",,
2np_t2_019_C,2,2,C,perception,horen,Marie,de boot,inanimate,stoppen,selectional_restriction,true,Ze lacht omdat Marie de boot hoort stoppen.,Ze lacht omdat de boot Marie stoppen hoort.,"[""Marie"", ""de boot"", ""hoort"", ""stoppen""]",,
2np_t2_020_A,2,2,A,perception,horen,Jan,de auto,inanimate,bewegen,verb_order,false,Hij roept omdat Jan de auto hoort bewegen.,Hij roept omdat Jan de auto bewegen hoort.,"[""hoort"", ""bewegen""]",,
2np_t2_020_B,2,2,B,perception,horen,Jan,de auto,inanimate,bewegen,selectional_restriction,false,Hij roept omdat Jan de auto hoort bewegen.,Hij roept omdat de auto Jan hoort bewegen.,"[""Jan"", ""de auto""]",,
2np_t2_020_C,2,2,C,perception,horen,Jan,de auto,inanimate,bewegen,selectional_restriction,true,Hij roept omdat Jan de auto hoort bewegen.,Hij roept omdat de auto Jan bewegen hoort.,"[""Jan"", ""de auto"", ""hoort"", ""bewegen""]",,
2np_t2_021_A,2,2,A,perception,horen,de dokter,Jan,animate,lopen,verb_order,false,Hij kijkt op omdat de dokter Jan hoort lopen.,Hij kijkt op omdat de dokter Jan lopen hoort.,"[""hoort"", ""lopen""]",,
2np_t2_022_A,2,2,A,perception,zien,de kinderen,Piet,animate,dansen,verb_order,false,Hij kijkt op omdat de kinderen Piet zien dansen.,Hij kijkt op omdat de kinderen Piet dansen zien.,"[""zien"", ""dansen""]",,
2np_t2_022_B,2,2,B,perception,zien,de kinderen,Piet,animate,dansen,agreement_violation,false,Hij kijkt op omdat de kinderen Piet zien dansen.,Hij kijkt op omdat Piet de kinderen zien dansen.,"[""de kinderen"", ""Piet""]",,
2np_t2_022_C,2,2,C,perception,zien,de kinderen,Piet,animate,dansen,agreement_violation,true,Hij kijkt op omdat de kinderen Piet zien dansen.,Hij kijkt op omdat Piet de kinderen dansen zien.,"[""de kinderen"", ""Piet"", ""zien"", ""dansen""]",,
2np_t2_023_A,2,2,A,causative,laten,de ouders,Piet,animate,werken,verb_order,false,Hij kijkt op omdat de ouders Piet laten werken.,Hij kijkt op omdat de ouders Piet werken laten.,"[""laten"", ""werken""]",,
